time,seconds_elapsed,z,y,x
1676187988781115000,0.045114990234375,0.20967267800569533,-0.005669862329959869,-0.043476445893943304
1676187988791166000,0.055166015625,0.13389292213916779,-0.03158814744055271,-0.10825433075278997
1676187988801216800,0.065216796875,-0.035952772390842436,-0.038916882893443104,-0.10182488222718238
1676187988811267800,0.075267822265625,-0.16890739076659084,-0.028667876079678533,0.012071564332116395
1676187988821319000,0.08531884765625,-0.2824922688923776,0.007332827106118202,0.08941170138316229
1676187988831369700,0.09536962890625,-0.3574992868207395,-0.018354571858048438,0.08896980283455923
1676187988841419800,0.105419677734375,-0.41680093222558495,-0.02467968322634697,0.09684446346610784
1676187988851470600,0.115470703125,-0.3953247212156653,-0.029006898775696753,0.11200434920238331
1676187988861521700,0.125521728515625,-0.23595248990505932,-0.02777881828546524,0.07831046165423468
1676187988871572700,0.13557275390625,-0.021693214761465785,-0.014274609068036079,0.07466304506259039
1676187988881623800,0.145623779296875,0.14801789360344408,-0.0025192893445491788,0.12293781288266181
1676187988891675000,0.1556748046875,0.19500468570590018,-0.0021849428236484524,0.12954787867218256
1676187988901725700,0.1657255859375,0.09751666363924741,-0.032391865038871766,0.14300326204551383
1676187988911776800,0.17577685546875,-0.0746047207377851,-0.060678632846474644,0.10289486781256273
1676187988921826800,0.185826904296875,-0.22314619982391595,-0.07644026560187339,0.051721437675226474
1676187988931878000,0.1958779296875,-0.2526280226349831,-0.07163432662487029,-0.03310468948334455
1676187988941929000,0.205928955078125,-0.19730171060189602,-0.0380371774494648,-0.0793286622534506
1676187988951979500,0.2159794921875,-0.1055345504000783,-0.033542788639664645,-0.03316140637295321
1676187988962030600,0.226030517578125,-0.031134996845573186,-0.01476911458671093,0.019585593224037436
1676187988972081700,0.23608154296875,-0.028682489126920698,0.012536825489997863,0.044561318521201605
1676187988982132700,0.2461328125,0.02859495697394013,0.009466916525363921,0.02269641872094944
1676187988992182800,0.256182861328125,0.07503288302198052,0.005820084455609322,-0.007256236472260207
1676187989002233900,0.26623388671875,0.14055296455025673,0.016484686332941055,-0.06661532941907644
1676187989012284700,0.27628466796875,0.09204612327367066,-0.003451601758599281,-0.12692894661175086
1676187989022335700,0.286335693359375,-0.03912774916514754,-0.028697102174162863,-0.1772360787759535
1676187989032386800,0.29638671875,-0.08567249658852816,-0.033038346248865126,-0.18299044105159118
1676187989042438000,0.30643798828125,-0.10142156212329864,-0.013813421297073364,-0.13376900349855422
1676187989052488700,0.31648876953125,-0.05605389565527439,0.01358136610686779,-0.10909048931598662
1676187989062539800,0.326539794921875,-0.014147183296084402,0.05956044247150421,-0.045210722340643404
1676187989072589600,0.336589599609375,-0.024321663568913934,0.09934183323979377,0.02295357181979343
1676187989082640600,0.346640625,-0.06895721637010574,0.10513444516658782,0.034756256082653994
1676187989092691700,0.356691650390625,-0.055149055770039555,0.07236848611831664,-0.012655191172659397
1676187989102742800,0.36674267578125,-0.006845920372009277,0.04746785361766815,-0.0518204958692193
1676187989112793600,0.376793701171875,0.08990195085182785,0.0831716196835041,-0.027238117271196096
1676187989122844700,0.3868447265625,0.15362009752467273,0.09532090716063976,0.06522798498021438
1676187989132895700,0.396895751953125,0.19045652088224888,0.12554185790121555,0.08784399540871381
1676187989142946800,0.40694677734375,0.19274492408037183,0.12611293578743935,0.09646657006442547
1676187989152996900,0.416996826171875,0.20254808682277797,0.10504735140502452,0.08144262220012023
1676187989163047700,0.427047607421875,0.12499416089057921,0.052367900618910786,0.04618073641657829
1676187989173098800,0.4370986328125,0.002190495781600475,0.031234511697292328,0.08711507834596559
1676187989183149800,0.44714990234375,-0.013803776685893535,0.03445288922190666,0.10608369044912978
1676187989193201000,0.457200927734375,0.04072364005446434,0.03285714446306229,0.09154109636098146
1676187989203251700,0.467251708984375,0.061460138612985604,0.05222469275593757,0.1068456329986453
1676187989213302800,0.477302734375,0.032977263711392875,0.043453941801190374,0.08789395376397297
1676187989223353900,0.487353759765625,-0.027938392761349677,0.04106324727237224,0.0665238517433405
1676187989233403600,0.497403564453125,-0.05231763173639774,0.04593348365724086,0.07988836022913455
1676187989243454700,0.507454833984375,-0.06459785211682319,0.029198621955513954,0.13345569976568222
1676187989253505800,0.517505859375,-0.06281842135414481,0.05728899040818214,0.1659291238744743
1676187989263556600,0.527556640625,-0.09390607192665337,0.04093172984719276,0.13521684595299885
1676187989273607700,0.537607666015625,-0.1062766009390354,0.012100187638401984,0.11664894187152385
1676187989283658800,0.54765869140625,-0.15120470694601534,0.010371756410598754,0.12049626494944095
1676187989293709800,0.557709716796875,-0.15790449684560298,-0.02329670443534851,0.1173594282284379
1676187989303760600,0.5677607421875,-0.11141922452449798,-0.038163434177637096,0.12197861246168613
1676187989313811000,0.57781103515625,-0.08553659524917602,-0.029754502272605895,0.14397300212681294
1676187989323861800,0.58786181640625,-0.04736234741657972,-0.030838790377974507,0.20161268740249796
1676187989333912800,0.597912841796875,0.002087766059488058,-0.0022428104907274244,0.3168123620474711
1676187989343964000,0.6079638671875,0.011630962691456078,0.0053010290175676345,0.4122694262757897
1676187989354014700,0.6180146484375,-0.010933920338004827,-0.0010743512332439423,0.46232291247248647
1676187989364065500,0.6280654296875,-0.06529167959988116,-0.01262275020778179,0.4620139926537871
1676187989374116600,0.63811669921875,-0.08016235486492514,-0.03972703023254871,0.4511790026456117
1676187989384167700,0.648167724609375,-0.0709782008036971,-0.049531800410151476,0.4873959789305925
1676187989394217700,0.6582177734375,-0.053995063429325814,-0.047374330115318296,0.5608937613397836
1676187989404268800,0.668268798828125,-0.07849719813168049,-0.05791442883014679,0.5923401622220873
1676187989414319900,0.67831982421875,-0.1119371109187603,-0.05914777001738548,0.6497875580623745
1676187989424370700,0.68837060546875,-0.08609525204524397,-0.09427110584676265,0.6765548612177371
1676187989434421800,0.698421875,-0.09360884254574775,-0.08958382481336594,0.6271136617004871
1676187989444472800,0.708472900390625,-0.12468246459290384,-0.09190963741242886,0.6269146319970488
1676187989454524000,0.71852392578125,-0.08979191460609436,-0.088500121229887,0.7093751808017492
1676187989464574700,0.72857470703125,-0.03730681734830141,-0.1008136593580246,0.6826128460824489
1676187989474624800,0.738624755859375,-0.022578765424340962,-0.14983809476792811,0.6263654736816883
1676187989484675600,0.748675537109375,-0.03940466641038656,-0.18300386678874492,0.6239303554892539
1676187989494726700,0.7587265625,-0.1804290478646755,-0.18130466165542602,0.6597150778368115
1676187989504777700,0.76877783203125,-0.2895509552322328,-0.1309638829499483,0.7096157115593552
1676187989514828800,0.778828857421875,-0.27387933884784577,-0.07723170824050903,0.7952750564053654
1676187989524879600,0.788879638671875,-0.20457798521518705,-0.030546529433131218,0.855265706987679
1676187989534930700,0.7989306640625,-0.21863369083553552,-0.06271569163203239,0.8281234330400824
1676187989544981800,0.808981689453125,-0.2724666955709457,-0.11152560750842094,0.7073831302016973
1676187989555031800,0.81903173828125,-0.30344051050543785,-0.0877636236488819,0.5793237365216016
1676187989565083000,0.829082763671875,-0.2795651293992996,-0.10582125838696955,0.5236760835796594
1676187989575133700,0.8391337890625,-0.1991762723021209,-0.06343757616579532,0.5438251376390457
1676187989585184800,0.849184814453125,-0.11398264527171849,-0.006098901396989822,0.5972746960148215
1676187989595235800,0.85923583984375,0.046102410483360286,0.01664776794016361,0.6417185256361961
1676187989605287000,0.869286865234375,0.217797240011394,0.09500000464320182,0.7052490407824515
